Month,Day,Year,altitude,grossWeight,totalAirTemperatureCelsius,CAS,mach,fmcMach,selectedFuelFlow1,selectedFuelFlow2
1,1,2024,40358.115622741585,63356.725776208725,-37.947566562156126,274.32739976896806,0.7878022110457124,0.7991279662145566,751.3972167670175,786.4064952795984
1,1,2024,35711.75552582949,66653.54766206411,-14.916722334642913,251.10133101834248,0.8027315667613403,0.8021168031340888,1055.026394506775,1063.8703884486806
1,1,2024,38829.097598416534,77585.16081849937,-29.072923213572803,293.51308842707,0.810936162746275,0.8146059724987963,1176.2484944120995,1295.4174268538088
1,1,2024,34728.95877191691,69879.24245888625,-24.968817880774665,272.6006714972778,0.752911358061682,0.7542035803839262,1294.3978478139302,1213.5102422187028
1,1,2024,32999.50233180199,72388.25133897817,-13.468080329053782,290.30037514665884,0.8009695359417676,0.7986916847278124,1318.6797116532025,1407.2965933568091
1,1,2024,32156.65255528632,61534.701734072434,-14.224848975923749,263.48960071106484,0.76385877357805,0.7646716690789962,1208.3166421291446,1165.756858394882
1,1,2024,40336.9154479569,64633.29391496584,-40.32400632061141,279.3824972278233,0.7568139568259892,0.7545675255442238,771.4166646259823,748.1933371517791
1,1,2024,33490.37762545112,62631.89371640856,-22.862297168693843,305.05313883322304,0.7880236286755666,0.7884555278256578,1152.4872880772905,1077.6739687949128
1,1,2024,37073.05487671554,62337.03664042914,-11.277630615716081,253.46732733226352,0.7841489506326759,0.7751858400655754,919.9072991600463,883.2908627500361
1,1,2024,39264.51356092333,74323.831471123,-42.821397605429695,270.0499147376862,0.800089479936133,0.7940721080087432,1113.027558676728,1101.8196365204
1,1,2024,34695.05046109402,65709.4798635494,-19.212583581850406,265.89522561334655,0.752109354235263,0.7464205891193858,1140.6408776989063,1139.5818406863975
1,1,2024,33928.20324506209,66687.47966067705,-10.770499551463427,304.9178339559313,0.7472279813278174,0.7431101137785169,1100.116543822651,1155.0769203528819
1,1,2024,35060.40729386019,73605.72722797113,-31.138434680501746,273.4667091595908,0.748147951089489,0.7547950114057606,1332.479493285499,1270.0701093518187
1,1,2024,37734.65084609139,71564.00640788571,-33.64822827711475,290.3518972165537,0.7453307524144753,0.7396814894590634,1111.3110828455833,1193.140052613165
1,1,2024,33332.32033714177,72031.84623235652,-40.54621029519177,295.92435990302783,0.7693148907278152,0.765470328043809,1306.9277329142465,1293.065903661912
1,1,2024,39861.116880916874,71534.67790077082,-13.917661717789045,292.0921814983821,0.744824807259963,0.7458812662009734,1016.3101542352972,1055.1983827926435
1,1,2024,30252.290830273716,76935.27741373035,-34.01570003777962,286.94815890365265,0.795835246230297,0.7996792716070511,1529.6874553794455,1624.3842541617487
1,1,2024,34297.098913371075,76225.3267308164,-44.6253937486396,253.74039502529092,0.7950183153224571,0.7960137752785772,1380.7084810651293,1349.700758153399
1,1,2024,32476.54338182004,60886.72925305835,-9.965761750331573,283.3311163127726,0.7744656702728103,0.7687681091928559,1044.1414330827513,1074.1869113809666
1,1,2024,39248.92975445869,74103.75860327618,-11.935160911524578,291.9581668259397,0.7471452845182504,0.7487565196123203,1032.5523708266305,1135.336066548113
1,1,2024,36593.90040853882,73801.78553917939,-25.454353561602513,269.6639726870833,0.7685728233762897,0.778367021349187,1187.702473476992,1175.50765482357
1,1,2024,31949.300262751178,73043.57032757935,-39.93658577329872,300.73976407595796,0.774446205932866,0.7739456839285734,1452.0332600273716,1378.660389187198
1,1,2024,32113.94715269362,75505.62457553718,-13.716043104438288,279.3164600955179,0.7578011452833576,0.7560355001970636,1439.3169614830988,1544.2624270503688
1,1,2024,37320.52926578884,65960.86505957253,-37.94475252795605,262.6905659229223,0.7575080697497437,0.7559390168286111,1040.9092072352414,1028.2330319934672
1,2,2024,36651.83345632406,72415.52312801311,-27.69931817701259,295.11170859197273,0.8185057197280491,0.8233094145651603,1055.5696351187567,1165.8789433319284
1,2,2024,33010.85365406622,63267.17154893564,-9.562262956912345,273.517713483344,0.8041631234474925,0.7961080877932981,1157.4501802988214,1144.7391619905627
1,2,2024,36403.0134612003,73855.44370425346,-39.54743759864149,253.88147970168038,0.8186511033537051,0.8192680716294458,1235.8900477043824,1159.0019424107918
1,2,2024,30350.608489763956,62417.025141618244,-17.599377650540255,265.67738689307373,0.790717105158354,0.7936102919021327,1238.3118077700187,1294.400848430179
1,2,2024,38677.89581337094,75600.68502871947,-8.781907044099583,282.142604613323,0.7800968443169263,0.7836856200047099,1148.567329396337,1271.511418288533
1,2,2024,31281.09389247175,68379.79097742563,-21.670809113263783,288.8969514017077,0.7675129880541398,0.7595225672248266,1369.085918885703,1384.9845209463804
1,2,2024,37543.189819696825,66243.07853178529,-9.21116136802378,306.2722112434215,0.790295283880958,0.7856626824187882,953.4980892582253,1013.5123665901878
1,2,2024,36812.272709727666,74792.95409346568,-31.148129612247097,280.5713225030297,0.795998932235197,0.7937659464256203,1199.9746075147245,1130.6173498676715
1,2,2024,38070.1849452911,63991.730814351824,-24.23919352007352,285.59198336246345,0.8045195965193113,0.8048819347614431,924.749163612181,960.2614967798098
1,2,2024,39696.545559935075,68281.20677524686,-44.86115368930278,295.34788067972045,0.8142211025046691,0.8096453895561283,968.9616240169013,933.4191154816868
1,2,2024,32362.2857812835,71568.21430539284,-13.80660066369861,304.35669269531945,0.7565786899902813,0.7513442714131956,1359.8073329519884,1306.5304801843793
1,2,2024,36699.76272977908,73255.77517634457,-23.28758523319589,291.70298480543124,0.7643736371777751,0.7677005798861993,1152.8429558996602,1195.0898742400113
1,2,2024,36754.78377330129,61527.17863843888,-24.191476257797454,282.09085167905613,0.750141018076733,0.7492163002370903,882.6435250325502,850.9242233258389
1,2,2024,40841.98451102051,77810.34595282952,-9.591477880147142,267.99464258699595,0.7702059862050322,0.7750698937901651,1129.719705415467,1043.1322010687509
1,2,2024,31727.97090925598,74118.46046502533,-31.79159418572036,250.47552864990206,0.7937990922748683,0.7998449346118722,1447.854191988889,1514.5060415757262
1,2,2024,32924.238621783545,72162.11814009825,-11.413832481713108,282.87570121885926,0.7486297811205452,0.7436311639213985,1340.7152641752255,1418.7256566215651
1,2,2024,34138.42742043291,60209.924709953826,-22.91585581070674,251.875192437056,0.8192989539939306,0.815827548386859,1038.6853801386806,1063.4479063724882
1,2,2024,39867.62787774921,77308.25568840712,-6.958308934626518,280.6500670857645,0.761447702386352,0.761514311173575,1229.5269262224176,1182.1772908160542
1,2,2024,34578.49452463163,75440.60928930475,-28.70261066889476,270.852275106759,0.7786911782549684,0.7834901249646301,1306.0813609295649,1338.3559389416569
1,2,2024,40376.040026797564,62494.07149190214,-18.621979266023118,250.8235716272936,0.8026652848143703,0.7951627873804284,693.107000081989,763.4206376208739
1,2,2024,33396.77811834144,74145.2916871011,-37.373032603267745,251.2209067461355,0.8183497457564485,0.8111135583853585,1355.9402929340467,1415.7715270151582
1,2,2024,31551.966742585064,75466.54864418258,-29.29959908498561,295.7193081742586,0.7829531399122829,0.7857688159474564,1462.4843788548692,1539.0317485744397
1,2,2024,39774.340491069175,76311.60111064052,-24.11522192752023,304.99136784126944,0.7760988069398667,0.7672173016037818,1082.1446248846794,1083.4856032850769
1,2,2024,40711.33562101873,77905.12959678068,-8.010354453157573,258.74307912366663,0.7564882466248668,0.7598401822202916,1053.6294912617027,1133.1952655724392
1,3,2024,33404.290733953334,73501.06138702195,-9.818498119810076,262.026618803824,0.7792832696100074,0.7801403707576973,1366.6994898736425,1362.4230169041589
1,3,2024,38024.37489473442,68486.27808071987,-31.465238867355193,293.52310923504075,0.819045381152063,0.8254181590065273,1086.457371136688,913.5459995137742
1,3,2024,34500.71298951073,68418.21506887658,-19.61337904646016,291.244038905203,0.7735359603900187,0.7686347221640312,1196.5931701385462,1148.860112185796
1,3,2024,33096.89590279703,76539.06037771603,-25.72772995848255,294.0025188474893,0.7801203488817282,0.7857274047542014,1435.4941838775148,1451.14363011953
1,3,2024,38250.258846520315,70548.33219653575,-21.657733081525677,261.0745443580361,0.7647604293793008,0.7640172086735201,1050.6622094322272,1094.6077597455326
1,3,2024,32735.49093663133,72169.6045079699,-17.285482414265047,291.5998317889003,0.7838351315130954,0.7809114922666673,1407.2105588313707,1399.7093805671768
1,3,2024,36347.83540411046,65791.93945552294,-16.101874345736245,294.86096043919656,0.8079301610367727,0.8010303144511015,1071.9288281138531,1073.6484573068672
1,3,2024,36263.63083028326,66277.29749903336,-39.16469407149648,292.1482125506366,0.7692874904447745,0.7704301738953349,1015.5068127477158,1076.785601324173
1,3,2024,33459.384385308396,74343.90560841087,-21.559679003796703,287.4542486609877,0.776217417518757,0.7778743129878178,1375.4153086813262,1394.357780308099
1,3,2024,36105.50706392372,70041.34453803264,-10.282411913997986,282.6925020639709,0.761306127076384,0.7643092305863394,1142.8163000433287,1133.576444193224
1,3,2024,37314.782252431825,76108.568744574,-6.289486480886826,256.2168434286532,0.7798759983340701,0.7724241640328784,1236.7325952271058,1226.397700405357
1,3,2024,37532.421729120775,70324.4002004193,-31.114386010576066,302.493481147974,0.7818821511302665,0.7741142102894926,1092.5004170585541,1099.5255949198272
1,3,2024,31972.54938170174,71013.32202477747,-12.33639882618271,296.5690722171573,0.771369122527147,0.769818859173374,1362.1127197272108,1413.333805225632
1,3,2024,30259.2721805851,64476.22508948845,-41.001409872378915,309.43759314615914,0.765073560905856,0.7623850455281529,1331.9549485286775,1212.2294576211887
1,3,2024,31034.51531733745,64559.46384195689,-20.96118280600287,257.73602677618766,0.8046360277150256,0.8097006841487703,1294.4452962523653,1290.1518294369025
1,3,2024,40355.49294058189,72939.26365189842,-35.662154060554066,262.6272553422727,0.7463466136555734,0.750593613671782,1005.8338243524109,1027.1388169106576
1,3,2024,32077.15347012651,75196.45536842442,-21.481291235730538,294.51492924413753,0.7965703783935479,0.796555153360229,1509.847536113689,1414.482269474838
1,3,2024,37974.78285501717,69815.64741610017,-16.705731299544656,280.3842156357358,0.7626781929845255,0.7645445277896346,1077.90384781564,1090.3194979071486
1,3,2024,40297.46114090495,63083.640596839075,-32.94842739713391,264.3361986077678,0.7512921577569022,0.7549227101695147,796.3713596340452,761.1314419362939
1,3,2024,31162.94651015629,61186.918475140286,-8.380865853853035,294.3882992127881,0.7749002201227497,0.7798263937435053,1147.8266561488147,1215.2131501179856
1,3,2024,37993.33185888853,60997.23470539247,-43.15004051069333,294.0233731029089,0.8132338404358581,0.8054270690364737,811.6343111548202,878.4242759401228
