Month,Day,Year,altitude,grossWeight,totalAirTemperatureCelsius,CAS,mach,fmcMach,selectedFuelFlow1,selectedFuelFlow2
1,1,2024,38247.796116682424,73359.08843968286,-21.683490524103046,286.24601216489276,0.7536639884508393,0.7534868986476225,1086.9775251405676,1125.039842265027
1,1,2024,34839.34459316099,65619.81306392014,-42.10833197855643,276.3510679660844,0.8123426275066732,0.8006199916042193,1110.8297986501648,1147.120996322246
1,1,2024,40692.53111400071,69288.79068551146,-18.84182649997856,258.5917218018001,0.796432099479747,0.7928350691283821,901.1047067784459,851.280203741722
1,1,2024,40015.45438088114,61483.36874168936,-40.7896490125987,286.8851557695198,0.778521994257318,0.7761207016505812,801.2492109717796,717.1800504195962
1,1,2024,31307.117244355413,70196.6755186874,-21.36481985825961,301.2530020731786,0.7526739527491101,0.7523114488790181,1319.1933855357938,1309.171363497292
1,1,2024,31037.317699651227,68152.62939889009,-31.42011932738931,264.1752664081093,0.7712968313872989,0.7646955734370062,1353.4776912826264,1401.746045795268
1,1,2024,37696.62660290064,75457.5244993527,-23.61065033403974,289.1798776595576,0.7719697916362207,0.7716559383382463,1144.7833628807452,1260.4546644779152
1,1,2024,30433.381939158407,72567.3656444908,-11.237648114125967,289.0467529539201,0.8143649717455208,0.823785131294053,1453.6817230510924,1547.2140365458959
1,1,2024,33658.08362301419,60365.46988864556,-38.91471562052394,290.9711273903772,0.7898397355643756,0.7940156450196878,1004.7452070442919,1023.0954354769951
1,1,2024,39369.96713385596,68702.736762623,-41.84221555022353,309.96169375050056,0.7778582673049722,0.7759691231793568,932.9818583065432,945.4609018116894
1,1,2024,37604.39214640037,75672.12352270518,-27.130847698171987,270.90508305580187,0.8189833388168474,0.8239675050452474,1196.5143070662803,1261.048149560455
1,1,2024,30090.556121041034,64776.89723301173,-40.25736257060539,286.25401060879216,0.7655476674614288,0.7625646352463967,1298.327679118522,1306.2907466501524
1,1,2024,36352.415371923875,72421.96034187808,-43.802690497766584,306.65843368479466,0.7679317757421412,0.7662611499164805,1191.129643384702,1203.98474937744
1,1,2024,40663.924326730405,72603.72950899323,-10.95923799611645,294.3779044811554,0.7578335510183887,0.7614842413430772,961.7051450113496,987.681989033697
1,1,2024,36544.809692438794,62852.16813768876,-41.16555715073817,259.88015187412776,0.7982131992943851,0.8056138298705182,981.779179212326,900.192656794948
1,1,2024,39009.04898285744,75404.06464788938,-21.093923293686604,298.6767104550879,0.7468594502217585,0.7445938607646139,1135.2489394507083,1137.7970463426543
1,1,2024,38279.112852362945,71517.83331507734,-41.89644101192676,304.2760080653492,0.7844083471465624,0.7736081539600855,1082.030319437551,1138.3741467838063
1,1,2024,40899.107125789495,63702.96946032486,-43.91453127630761,275.8541773796244,0.796168650002103,0.7949002740873399,748.0434742491622,788.2867966611748
1,1,2024,31064.377463929708,65193.69965909129,-5.681993478525387,261.67711265812744,0.8006083075544094,0.8013853980637036,1221.480275066176,1293.0290827601737
1,1,2024,30969.479578547805,67201.09772332816,-43.672004777279504,291.38235302311756,0.7755188421554263,0.7720378501457136,1368.9242223834792,1295.7649229060899
1,1,2024,37061.7558970109,64941.77822301425,-38.40204682537882,251.87376199898887,0.7648880256891656,0.7570880709855368,996.4868162109434,914.6612040283399
1,1,2024,37888.882582070444,69282.79508557494,-7.753725177190196,255.6447220653332,0.7944515870559861,0.791018969955852,1028.9067075455418,1070.4689168622172
1,1,2024,34205.91099187103,76973.66283305129,-30.15235047134525,290.5373005254877,0.8058473616864985,0.8171842805779295,1491.1114267945163,1415.3227400144924
1,1,2024,38554.34355361024,61224.46305968551,-34.150471069773886,255.85360700491236,0.8049250990350066,0.8013806537616707,835.700044972804,814.5342336535157
1,2,2024,30401.545178950626,69696.95804515545,-42.60975935630962,264.00331117745776,0.7837692521310364,0.7830004097966993,1401.5011956799026,1360.2251429801702
1,2,2024,30870.333630938218,63085.52130416803,-5.110298002397653,271.2108999178907,0.8094107697094514,0.8058827380673305,1249.2806443510758,1198.495074391457
1,2,2024,31712.47305044298,64161.42334589856,-8.543682085633627,261.2697016186291,0.797311899712195,0.795841769926428,1240.607390097677,1229.5788569554015
1,2,2024,32842.673586382,65416.10731109987,-13.667555463652409,299.58915729531657,0.7534392830927423,0.7517856756177184,1264.785963958358,1220.0260402000451
1,2,2024,32406.05154302622,65113.29951987673,-10.468701369616324,263.11752103940813,0.7781907359065279,0.779881259310196,1112.657436849997,1238.9942053316674
1,2,2024,31405.54753785101,65272.74504641144,-23.033151135120583,262.4370437030795,0.7580188239694193,0.7435183511762299,1248.0568641503226,1327.9826845698158
1,2,2024,40761.798892497645,70829.42500825449,-42.62743114012472,261.380546161752,0.8198956222180607,0.819028942975581,936.2136959201333,918.4416669922912
1,2,2024,34591.723183338785,60257.94899832239,-21.89385886050377,267.5834481417419,0.7508042145933651,0.7542584308571206,1010.7610088603375,856.374603797973
1,2,2024,40910.572740869386,72058.89001003157,-42.387506910657386,262.0588302870513,0.7716134837254708,0.7693747144564099,917.1847248045623,920.4096392028828
